metro_id,title,price,address,latitude,longitude,link
270,"Помещение 222м2 около м Жулебино
Своб. назнач. 222,3 м² за 377 466 руб./мес.",,"Жулебино
⋅
15 минут пешком
ЖК «Октябрьский проспект 18К2»
Московская область, Люберцы, мкр. Октябрьские проезды, м. Жулебино, Октябрьский проспект, 18к2",,,https://lyubertsy.cian.ru/rent/commercial/323760065/
270,"Помещение свободного назначения
Своб. назнач. 178,4 м² за 330 000 руб./мес. КЛАСС B",,"Жулебино
⋅
10 минут пешком
БЦ «Жулебино»
Москва, ЮВАО, р-н Выхино-Жулебино, м. Жулебино, Привольная улица, 70",,,https://www.cian.ru/rent/commercial/309805409/
270,Своб. назнач. 35 м² за 40 000 руб./мес.,,"Жулебино
⋅
14 минут пешком
ЖК «Ареал»
Московская область, Люберцы, м. Жулебино, улица Кирова, 9к5",,,https://lyubertsy.cian.ru/rent/commercial/320305069/
270,Своб. назнач. 15 м² за 30 000 руб./мес.,,"Жулебино
⋅
4 минуты на транспорте
Московская область, Котельники, м. Жулебино, проезд 3-й Покровский, 4",,,https://kotelniki.cian.ru/rent/commercial/316620824/
270,Своб. назнач. 70 м² за 160 000 руб./мес.,,"Жулебино
⋅
13 минут пешком
ЖК «Жулебино парк»
Московская область, Люберцы, мкр. Городок Б, м. Жулебино, улица Летчика Ларюшина, 6к2",,,https://lyubertsy.cian.ru/rent/commercial/281430741/
270,Своб. назнач. 145 м² за 140 000 руб./мес.,,"Жулебино
⋅
4 минуты на транспорте
ЖК «Юбилейная 26»
Московская область, Люберцы, мкр. квартал 115, м. Жулебино, Юбилейная улица, 26",,,https://lyubertsy.cian.ru/rent/commercial/316126420/
270,Своб. назнач. 113 м² за 180 000 руб./мес.,,"Жулебино
⋅
16 минут пешком
Московская область, Люберцы, мкр. поселок Калинина, м. Жулебино, Октябрьский проспект, 111/119",,,https://lyubertsy.cian.ru/rent/commercial/320854374/
270,Своб. назнач. 27 м² за 202 500 руб./мес.,,"Жулебино
⋅
15 минут пешком
ЖК «Оранж парк»
Московская область, Котельники, м. Жулебино, улица Сосновая, 5к1",,,https://kotelniki.cian.ru/rent/commercial/322403367/
270,Своб. назнач. 88 м² за 360 000 руб./мес.,,"Жулебино
⋅
2 минуты пешком
Москва, ЮВАО, р-н Выхино-Жулебино, м. Жулебино, улица Генерала Кузнецова, 26К1",,,https://www.cian.ru/rent/commercial/300422453/
270,Своб. назнач. 31 м² за 70 000 руб./мес.,,"Жулебино
⋅
10 минут пешком
Москва, ЮВАО, р-н Выхино-Жулебино, м. Жулебино, Привольная улица, 77",,,https://www.cian.ru/rent/commercial/323652255/
270,Своб. назнач. 222 м² за 377 400 руб./мес.,,"Жулебино
⋅
15 минут пешком
ЖК «Октябрьский проспект 18К2»
Московская область, Люберцы, мкр. Октябрьские проезды, м. Жулебино, Октябрьский проспект, 18к2",,,https://lyubertsy.cian.ru/rent/commercial/321297704/
270,"Своб. назнач. 178 м² за 329 998 руб./мес.
КЛАСС B",,"Жулебино
⋅
10 минут пешком
БЦ «Жулебино»
Москва, ЮВАО, р-н Выхино-Жулебино, м. Жулебино, Привольная улица, 70",,,https://www.cian.ru/rent/commercial/323415474/
270,Своб. назнач. 135 м² за 607 500 руб./мес.,,"Жулебино
⋅
15 минут пешком
ЖК «Оранж парк»
Московская область, Котельники, м. Жулебино, улица Сосновая, 5к1",,,https://kotelniki.cian.ru/rent/commercial/322720589/
270,"Своб. назнач. 44,8 м² за 250 000 руб./мес.",,"Жулебино
⋅
4 минуты пешком
Москва, ЮВАО, р-н Выхино-Жулебино, м. Жулебино, Жулебинский бульвар, 36К2",,,https://www.cian.ru/rent/commercial/323407442/
270,Своб. назнач. 30 м² за 210 000 руб./мес.,,"Жулебино
⋅
15 минут пешком
ЖК «Оранж парк»
Московская область, Котельники, м. Жулебино, улица Сосновая, 5к1",,,https://kotelniki.cian.ru/rent/commercial/322318785/
270,Своб. назнач. 285 м² за 1 054 000 руб./мес.,,"Жулебино
⋅
4 минуты пешком
Москва, ЮВАО, р-н Выхино-Жулебино, м. Жулебино, Привольная улица, 65/32",,,https://www.cian.ru/rent/commercial/321268470/
270,"Своб. назнач. 574,6 м² за 299 990 руб./мес.",,"Жулебино
⋅
15 минут пешком
Московская область, Люберцы, мкр. Городок Б, м. Жулебино, улица 3-е Почтовое Отделение, 50А",,,https://lyubertsy.cian.ru/rent/commercial/323612335/
270,Своб. назнач. 490 м² за 390 040 руб./мес.,,"Жулебино
⋅
14 минут пешком
Московская область, Люберцы, мкр. Ухтомка, м. Жулебино, Октябрьский проспект, 25",,,https://lyubertsy.cian.ru/rent/commercial/319172219/
270,Своб. назнач. 289 м² за 1 011 500 руб./мес.,,"Жулебино
⋅
15 минут пешком
ЖК «Оранж парк»
Московская область, Котельники, м. Жулебино, улица Сосновая, 5к1",,,https://kotelniki.cian.ru/rent/commercial/316819174/
270,"Своб. назнач. 683,2 м² за 1 500 023 руб./мес.",,"Жулебино
⋅
3 минуты пешком
Москва, ЮВАО, р-н Выхино-Жулебино, м. Жулебино, улица Авиаконструктора Миля, 7",,,https://www.cian.ru/rent/commercial/322624994/
270,Своб. назнач. 110 м² за 297 000 руб./мес.,,"Жулебино
⋅
6 минут на транспорте
ЖК «Liberty»
Московская область, Люберцы, мкр. Городок Б, м. Жулебино, Шоссейная улица, 42с1",,,https://lyubertsy.cian.ru/rent/commercial/316634307/
270,Своб. назнач. 490 м² за 390 000 руб./мес.,,"Жулебино
⋅
14 минут пешком
Московская область, Люберцы, мкр. Ухтомка, м. Жулебино, Октябрьский проспект, 25",,,https://lyubertsy.cian.ru/rent/commercial/322725690/
270,Своб. назнач. 240 м² за 390 000 руб./мес.,,"Жулебино
⋅
14 минут пешком
Московская область, Люберцы, мкр. Ухтомка, м. Жулебино, Октябрьский проспект, 25",,,https://lyubertsy.cian.ru/rent/commercial/322725696/
270,"Своб. назнач. 26,5 м² за 150 000 руб./мес.",,"Жулебино
⋅
14 минут пешком
Московская область, Люберцы, мкр. Октябрьские проезды, м. Жулебино, Октябрьский проспект, 8к1",,,https://lyubertsy.cian.ru/rent/commercial/321944956/
270,Своб. назнач. 228 м² за 389 994 руб./мес.,,"Жулебино
⋅
14 минут пешком
Московская область, Люберцы, мкр. Ухтомка, м. Жулебино, Октябрьский проспект, 25",,,https://lyubertsy.cian.ru/rent/commercial/314144542/
270,Своб. назнач. 380 м² за 646 000 руб./мес.,,"Жулебино
⋅
4 минуты пешком
ТЦ «Моя Лавка»
Москва, ЮВАО, р-н Выхино-Жулебино, м. Жулебино, улица Генерала Кузнецова, 28К1",,,https://www.cian.ru/rent/commercial/309571523/
