metro_id,title,price,address,latitude,longitude,link
1,"Аренда под бизнес ЖК Символ
Своб. назнач. 214 м² за 590 000 руб./мес.",,"Авиамоторная
⋅
14 минут пешком
ЖК «Символ»
Москва, ЮВАО, р-н Лефортово, м. Авиамоторная, проезд Невельского, 1к3",,,https://www.cian.ru/rent/commercial/323691488/
1,"Своб. назнач. 770 м² за 1 386 000 руб./мес.
КЛАСС B",,"Авиамоторная
⋅
6 минут пешком
БЦ «Мета-Дом»
Москва, ЮВАО, р-н Лефортово, м. Авиамоторная, шоссе Энтузиастов, 14",,,https://www.cian.ru/rent/commercial/313689070/
1,"Аренда ПСН площадью 61.7 м2
Своб. назнач. 61,7 м² за 101 753 руб./мес. КЛАСС B+",,"Авиамоторная
⋅
12 минут пешком
БЦ «Maxima Plaza (Максима Плаза)»
Москва, ЮВАО, р-н Лефортово, м. Авиамоторная, улица Золоторожский Вал, 11С22",,,https://www.cian.ru/rent/commercial/323725723/
1,Своб. назнач. 108 м² за 230 000 руб./мес.,,"Авиамоторная
⋅
19 минут пешком
ЖК «Красноказарменная 15»
Москва, ЮВАО, р-н Лефортово, м. Авиамоторная, Красноказарменная улица, 15к4",,,https://www.cian.ru/rent/commercial/322213878/
1,"Своб. назнач. 13 м² за 35 000 руб./мес.
КЛАСС B+",,"Авиамоторная
⋅
19 минут пешком
БЦ «StreamLine Plaza (СтримЛайн Плаза)»
Москва, ВАО, р-н Перово, м. Авиамоторная, шоссе Энтузиастов, 34",,,https://www.cian.ru/rent/commercial/323725881/
1,"Своб. назнач. 400 м² за 333 334 руб./мес.
КЛАСС B",,"Авиамоторная
⋅
6 минут пешком
БЦ «на ул. 1-я Энтузиастов, 3»
Москва, ВАО, р-н Перово, м. Авиамоторная, улица 1-я Энтузиастов, 3",,,https://www.cian.ru/rent/commercial/323824022/
1,Своб. назнач. 220 м² за 160 000 руб./мес.,,"Авиамоторная
⋅
7 минут пешком
Москва, ЮВАО, р-н Лефортово, м. Авиамоторная, Авиамоторная улица, 28/6",,,https://www.cian.ru/rent/commercial/311053690/
1,Своб. назнач. 105 м² за 190 000 руб./мес.,,"Авиамоторная
⋅
19 минут пешком
ЖК «Красноказарменная 15»
Москва, ЮВАО, р-н Лефортово, м. Авиамоторная, Красноказарменная улица, 15к4",,,https://www.cian.ru/rent/commercial/321207338/
1,"Своб. назнач. 33 м² за 50 000 руб./мес.
КЛАСС B",,"Авиамоторная
⋅
15 минут пешком
БЦ «Компрессор»
Москва, ВАО, р-н Перово, м. Авиамоторная, улица 2-я Энтузиастов, 5к40",,,https://www.cian.ru/rent/commercial/322557652/
1,"Своб. назнач. 306 м² за 472 500 руб./мес.
КЛАСС C",,"Авиамоторная
⋅
17 минут пешком
БЦ «на ул. 4-я Кабельная, 2с1»
Москва, ЮВАО, р-н Лефортово, м. Авиамоторная, 4-я Кабельная улица, 2С1",,,https://www.cian.ru/rent/commercial/322910081/
